id,author_name,last_updated,rating,version,title,content
184398999,SandraDLB,2025-08-27T23:00:57-07:00,5,21.2.1,My Verizon Apl,This is a really easy app to use!
183658859,its_PE,2025-08-27T17:49:30-07:00,1,21.2.1,Home Offers,Funny how THE ONLY section of the app that hasn’t worked since got Fios is section for REDEEMING your home offer rewards.  Translation you Can’t redeem your rewards and they know it… Funny how it’s ONE THING on the app they just can’t seem fix. I wonder why??? I truly expected more from a MULTI BILLION dollar company. Extremely disappointing.
183532760,OptionBob,2025-08-27T16:57:34-07:00,1,21.2.1,Verizon Fails Again,Tried to switch 1 phone to ATT but Verizon app says ‘Can’t do that now please try again later’
183349453,Marrob3233,2025-08-27T15:39:39-07:00,1,21.2.1,No secure,"I been a Verizon customer over 27 years if I could give a 0 review I would ,as I was in a wedding 4 hours away someone went into a Apple Store changed my pin number and also my password looking to upgrade my phone to my knowledge I was know where in a Apple Store looking to upgrade my phone ,after I thoroughly searched it was some employee from Verizon that tried to upgrade and make changes to my account so much for securing my data,buyer beware they thought I worked for a cell company looking to put in a bad review but that is far from the truth ,one thing that was positive I learned three different languages from Verizon fraud department if you are looking to learn a foreign language call the fraud department they will assist you ,just be aware when they say your account is secure be Leary and protect yourself"
182656723,Goodgame7755,2025-08-27T11:17:28-07:00,1,21.2.1,"Told me I had 2 gift cards, nowhere to be found on my account as a payment method.","No gift cards anywhere as a payment method, told me I’d get $300 in gift cards and I added them to my account now I can’t use them"
182424759,Sherriwakefield0,2025-08-27T10:00:28-07:00,5,21.2.1,Verizon,"Verizon is the best cell phone company ever
Thanks Verizon!!!"
179593425,Khttvf,2025-08-26T16:27:36-07:00,5,21.2.1,Good,Gooddd
179311457,khushbot,2025-08-26T14:29:39-07:00,1,21.2.1,Worst Interest!!,"This has been the WORST internet experience of my life. I was a Verizon customer for only about 5–6 months and in that short time, I ended up paying over $1,000 just for Wi-Fi. Every month the bill was outrageous, sometimes $100, sometimes $200, and even $300! That is INSANE for just internet.

When I first signed up, they promised me student discounts and also said my dad’s EBT would qualify for additional discounts. But once I became a member, they didn’t help me at all. I spent hours trying to apply those discounts myself, struggling to lower the bill, but Verizon gave me no support. Before I joined, they told me everything would be fine and they would help. But the moment I became a customer, they just ignored me and kept charging me ridiculous amounts.

I must say the internet speed is good, but paying this much for Wi-Fi is absolutely crazy. Spending $200–$300 a month only on internet is not acceptable when I have other bills to cover. Their customer service is useless, their promises are empty, and the bills are nothing but a trap.

I switched last month because I couldn’t take it anymore. I will NEVER recommend Verizon to anyone. Save yourself the frustration, stress, and money."
179170168,AMichelle12,2025-08-26T13:33:19-07:00,1,21.2.1,Bad app,"I have been trying to update my app for two days to pay my bill, and it won’t do anything."
177791401,Chess.com = trash,2025-08-26T06:08:12-07:00,1,21.2.1,Unusable trash. Hardly functional,There’s no way Verizon paid someone to develop this app. Awful user interface. The layout is a mess. Also this app has non stop bugs. This app is absolute trash and rarely actually just works.
176619569,Futhat’sit,2025-08-25T22:34:32-07:00,1,21.2.1,Would be great if I didn’t need to change my password every time I use this app.,Read the title.
176304962,Perplexed630,2025-08-25T20:09:41-07:00,2,21.2.1,Notifications,"Every few months, I get a notification that I cannot turn off. Finally shut off all notifications."
175892283,g00g01p1ex,2025-08-25T17:19:15-07:00,3,21.2.1,Missing hotspot data usage for one device,"Within current billing cycle, both the Verizon iOS app and the website are missing the hotspot data usage for our iPad. The data usage shows for both our iPhones and for our iPad, but hotspot data usage only shows for our iPhones, but is missing for our iPad. Please fix. Issue is not specific to the app, as the website has the same issue."
175496481,Kenips,2025-08-25T14:32:49-07:00,5,21.2.1,Outstanding Customer Service!!!!,"I visited your West Tropicana location last Saturday to pick up a new WiFi router. Joshua, & the other associate provided me with “Outstanding Customer Service!” I highly recommend this store & their service!!! Thank you so much; I appreciate you!!! 💯🙏🏾🫶🏾💎"
175188641,Vinto410,2025-08-25T12:35:33-07:00,1,21.2.1,Terrible App,"Login is so flawed. Insists the answer to my secret question is wrong, it isn’t but I changed it. Again it told me it’s wrong. Insists my password is wrong. It isn’t. Have no idea if anything works because login is so flawed"
171816955,Этмун,2025-08-24T17:22:41-07:00,1,21.2.1,Dude,The worst internet ever
170845967,myteamhatesrobinhood,2025-08-24T11:08:08-07:00,2,21.2.1,International plans,"This app makes it very hard to see how many days are in your travel bank and add to your plan, it just takes you in circles and pulls up errors. Search bar also unhelpful."
170620932,Advertising 1000,2025-08-24T09:56:39-07:00,1,21.2.1,Do not want,Do not want
170193008,Bob 's not impressed,2025-08-24T07:50:28-07:00,1,21.2.1,New colors are hard to read,Customer service and any help to amend the clown show colors have been met with new phone plans or new phone offers.
164349806,redbeardtac,2025-08-22T18:53:17-07:00,5,21.2.1,The Verizon app is so amazing,Let me tell you something it’s just so easy to use this app. It’s just seamless and awesome. I highly recommend using it.
164168813,Alex.Sev1,2025-08-22T17:40:02-07:00,5,21.2.1,Good company,Good company been for them for years with Internet so that always works well definitely recommend
163715057,Chybree_Green,2025-08-22T14:32:53-07:00,5,21.2.1,DC if G G G hug h b,G gang F G B G J I
163132279,george smirnoff,2025-08-22T10:59:14-07:00,1,21.2.1,Like phones,If u stick with 4g because signals are literally cancer they will make sure it breaks so u have to buy a new router for 300 dollars monopoly too i cant change to other companies because where we live
163117094,jerry-b,2025-08-22T10:54:02-07:00,3,21.2.1,Badges won’t go away,"Despite clicking through all notifications in the app, I can’t get the notification Badges to go away."
162773120,@original_wave718,2025-08-22T09:04:40-07:00,5,21.2.1,Update,This update is much better !!!
161897102,CRimsonEagleX,2025-08-22T04:45:35-07:00,1,21.1.1,Worst carrier,1 star for trying to steal my trade in credit and forcing us to use a garbage ai customer support bot
161615696,Toad 4,2025-08-22T03:05:38-07:00,1,21.1.1,Toad,"All I wanted to do is look at my bill, yet you expect someone to jump through rings of fire! My doing business with Verizon is starting to annoy me."
161587562,Ant1StepAhead,2025-08-22T02:54:47-07:00,1,21.1.1,App Is Garbage,"I’ve never wrote a review before but for this app I’ll make a special exception. Verizon as a service is good. A bit expensive especially if you’re not on contract but as a service is great. This app though 10/10 hot garbage. Nothing works in this app. All you can do is pay your bill and maybe run a network test, if it’s even working correctly. I thought when they switched to this app it was gonna be better but it’s actually way worse. Whoever is running this app fire them and find someone else."
160953069,Latiasha,2025-08-21T22:22:56-07:00,1,21.1.1,My Verizon,"Not liking it keeps locking me out my own account letting AI do the work ain’t working it’s hard to get in contact with a agent because the AI system want let you through on your phone with them, I’ve had to use a different carrier phone to even talk to a agent it’s ridiculous I hate it, it’s like it’s set up that way especially when your phone is off dial 611 you will not get through AI to talk to a representative I believe it’s set up that way. AI NO!"
160785459,#finaloshackers,2025-08-21T21:05:16-07:00,1,21.1.1,Bad service,"El servicio es muy caro y demaciado lento , mi abuela va más rápido que su señal"
160404894,"idk, what's not taken?",2025-08-21T18:26:31-07:00,1,21.1.1,Hardly functional,"This app will hardly work. It will load some stuff for one line and then not load anything for the same info on another line. It’s frustrating to use. You can close it and restart it and it does the same thing. I pay a lot for Verizon, and they’re at the forefront of the field, but cannot produce a glitch-free app. It’s very frustrating."
160384722,@TheKeyImage,2025-08-21T18:18:26-07:00,3,21.1.1,Customer Service could be better!,"It took many hours to rectify my issues with billing and the rebate process. Luckily I had a few good representatives to assist, but it took persistence on my behalf to get my account in order. Finally I got an old school associate who understood my issue and resolved it in a short time. Many disconnects but she followed up and made me a happy customer!"
160121229,tempestjenna,2025-08-21T16:29:36-07:00,1,21.1.1,Unhelpful,my account is grandfathered in from over 20 years of usage from my family. It’s extremely frustrating to be met only with AI bots to talk to when specified multiple times that i’d like to speak to a real and knowledgeable technician about changes made to my account without my knowledge.
159866844,Lalunaflota,2025-08-21T14:44:10-07:00,1,21.1.1,Dice “ sin conexión”.,"La App siempre dice sin conexión, incluso en WiFi y datos, probado en diferentes dispositivos y cuentas, hablé con un agente de Verizon y tampoco pudieron resolverlo. :("
159592545,capeneddick,2025-08-21T12:58:00-07:00,5,21.1.1,My Verizon,Superb support
159122476,boredrake91205,2025-08-21T10:15:11-07:00,1,21.1.1,Persistent broken notification,I have to keep the app off my phone because of a persistent broken notification
159067586,dontwantnegatives,2025-08-21T09:57:42-07:00,1,21.1.1,Cancelled,I have canceled my Verizon subscription!!!!!
159012536,Anon7890,2025-08-21T09:40:17-07:00,4,21.1.1,App Notifications,"I only want account updates as notifications, start sending me all of your promotional offers since there's absolutely no reason for me to get an additional line, new phone, or Verizon credit card. The app also keeps the notification bubble there with no way to remove it after you read notifications."
157558055,¥€nk@t,2025-08-21T01:56:19-07:00,1,21.1.1,Most unreliable app on the store,Randomly fails to load on several pages. Not much different than their website.
156927011,Kalel9007,2025-08-20T21:19:43-07:00,5,21.1.1,Unbelievable,"I had a better connection on dial up for 1/10000 of the price.

Methinks the endgame of this whole firstworld experience is afoot"
156878909,Teto Rey,2025-08-20T20:58:04-07:00,5,21.1.1,awesome,love the ease of app use and store is so easy to navigate and savings are awesome
156265110,deleterobinhood2021,2025-08-20T16:48:42-07:00,1,21.1.1,New update is unusable,Verizon just released a garbage update removing 95% of plan and device management settings and the UI is about as intuitive as Ancient Greek. Borderline unusable.
156027246,melannium,2025-08-20T15:11:04-07:00,1,21.1.1,Always broken,Nothing on this app ever works.
155723530,Egzz17,2025-08-20T13:14:44-07:00,1,21.1.1,bad,"i spent 40 mins on a chat to cancel “my perks” only to find a month later that they canceled the perks but they still charged me for that! terrible app, bad customer service!"
155324071,KMO2022,2025-08-20T10:56:04-07:00,1,21.1.1,Does nothing at all,"This app is useless and appears to serve no function at all. I’ve had it installed for several months, and it has yet to identify a single call as spam or block a single call, even though many spam calls have gotten through. Indeed, though it has been on my phone for a while, it doesn’t have even a single call under “recent activity,” though obviously I have received many calls."
155143772,Raye Rachel72,2025-08-20T09:58:33-07:00,5,21.1.1,Best Wireless Internet,I have NEVER experienced an internet interruption. Verizon continues to be my only go to option for home internet!
155029864,Sorry that is my nickname!!!,2025-08-20T09:23:40-07:00,1,21.1.1,Jerry Ouellet,I'm 79 years old.  I have toooo many APS. & passwords.  Please send link to old PMT system.
153986707,vic3990,2025-08-20T04:14:52-07:00,1,21.1.1,Too long,Too long
152355910,NYCattorney,2025-08-19T17:11:12-07:00,2,21.1.1,I cannot log in from my phone,"I have a Verizon plan for my kids. My phone is paid for by my employer, but I use it for everything like everyone does. However, the app WILL NOT let me log into my personal Verizon account from the phone. If there is any way to change it from default assuming that the phone account is the account I’m inquiring about, I cannot figure it out.  It is pretty stupid and beyond frustrating to have to go to a laptop to take care of these things and defeats the whole purpose of having an app and associated convenience."
152222035,Arturgprs,2025-08-19T16:17:31-07:00,1,21.1.1,Scam,"This was my very first experience with Verizon – and it will definitely be my last.

Two Verizon reps came to my home and offered me internet service. I told them I currently pay $65/month with AT&T for 50 Mbps. They laughed and said, “Oh man, that’s way too much for such slow speed. We can give you 300 Mbps for $85 – but right now we have a promotion, and you’ll only pay $45. Not just temporarily, but locked in for 4 years!”

That sounded like a great deal, so I signed up. Today I received the equipment, installed it, and when I logged into my account – surprise – the plan was $85, not $45.

I called Verizon immediately thinking it was just a mistake. Instead, the rep told me there was no error, the plan is indeed $85, but they can “generously” give me a $10 discount. What a joke. When I asked if it was normal for their salespeople to blatantly lie and trick customers, the rep hung up on me.

This was nothing but fraud and deception. Verizon’s door-to-door salespeople lied to my face, and customer service didn’t care at all.

I’m writing this review to warn others: stay away from Verizon unless you enjoy being scammed and disrespected."
152007630,SoWindsor,2025-08-19T14:51:55-07:00,1,21.1.1,Impossible to link mobile & home,This app is impossible to link home and mobile in order to get a discount. Terrible interface and not user friendly. I was not able to link my accounts.
151621556,Leelee30999,2025-08-19T12:29:54-07:00,1,21.1.1,Scamming,"No. Avoid at all costs. Tried to set up internet and was told on the phone during set up autopay before billing (10 dollars off with autopay). It did not work. We tried to do card and the bank itself. He then prompted me to download the app and set up auto pay there. The app says that that feature is down and I have to contact someone. Called customer service and was on held for an hour. Never answered. Called back the guy who set me up. Helpless. He said this tech issue has been ongoing. How convenient for Verizon to have a on going tech issues that results in an additional charge to their customers. I’ve tried for multiple days. Issues hasn’t been fixed. I tried the text bot service— worst customer service I’ve ever seen…. It got to the point where I was just like ok, let me just cancel before I’m officially billed as I have not even reviewed the equipment yet. They kept trying to convince me not to cancel….. “Oh you want to cancel, give me a few moments” *10 minutes later* “You will be billed 49.99” No- I want to cancel. They kept sending me to different agents for the same conversation. Over and over and over. I want to cancel without being charged for any equipment or internet that I didn’t even get to use. I wanted to cancel because how many months will it take to fix this ongoing issue before I can just get the 10 dollars off. It’s just the principle. At this point, multiple higher ups must know this issue exists, and allows it to continue. Because they profit from this “error.”"
151395935,Hege125,2025-08-19T11:14:12-07:00,5,21.1.1,Error Page unable to access,"Whitelabel Error Page

This application has no configured error view, so you are seeing this as a fallback.

Thu Aug 14 23:50:37 UTC 2025

[88404ad4-91194] There was an unexpected error (type=Not Found, status=404).

After speaking with multiple tech supports from Verizon, and deleting the app and reinstalling it, the only image that loads is a brief loading circle followed by the above error message.

No help has been given to resolve the issue for access to both my mobile and home internet account.

This app used to work well up until about 1 month ago.  Please review and come up with a patch/update."
150430790,Medina tony,2025-08-19T06:26:06-07:00,5,21.1.1,Great job at Verizon,Juan did a great job !!!!!
148918914,Temasarahluft,2025-08-18T20:52:01-07:00,1,21.1.1,Verizon wireless,Horrible
148401976,Review_For_The_Day,2025-08-18T17:29:20-07:00,1,21.1.1,Not a Fan,"Both the app and customer support by phone are terrible. I separated from another group plan and find that when I was setting up my separate account that Verizon thinks my email should be on a separate account from my phone number. I tried calling to get this fixed but my number and email are still separate after the person on the phone assured me I was good. I can log into the account with my emails, but it isn’t linked to my phone. If I log into the account that has my phone number, I am asked to fill in my info, but holy cow, my email is taken! 
On top of that, I’m now paying $110 for monthly service for a single person. Today I received a message telling me they’d give me a whole $10 off my bill! Guess who’s looking for a new provider…
Oh! I guess we could talk about the app some more. Since its whole purpose seems to be to give the user the runaround, I’m not overly interested in giving it praise. It’s like XM radio all over again."
148131271,Unhappy  Verizon,2025-08-18T15:42:37-07:00,1,21.1.1,Trouble,Been trying to update for 2 weeks still can’t
147540178,Youngs1997,2025-08-18T12:07:00-07:00,1,21.1.1,Not working,"The app keeps crashing and when I try safari, a black error page pops up"
146907532,suziedukes,2025-08-18T08:51:31-07:00,1,21.1.1,Failed attempt to update plan,After 2 hours on the phone and numerous times filling out plan three days later I still have no update.
144601763,Jason G2112,2025-08-17T18:59:49-07:00,5,21.1.1,Great app,Awesome
144008718,Raquel Monterroso,2025-08-17T15:00:59-07:00,2,21.1.1,Not a good app,There are constant glitches and bugs. I find myself not being able to use this app properly and access my information due to blank screens and things of that nature. I’ve even had a few Verizon agents recommend the website on a laptop rather than this mobile app.
143813137,jackie2714,2025-08-17T13:46:17-07:00,5,21.1.1,The best,I always receive greats deals on phones and my plans are great prices . I always have good reception all over Atlanta . Very important for work . Thank you !
143225225,Dga223,2025-08-17T10:31:25-07:00,1,21.1.1,New design...,Update 2: the single ugliest app icon ever! I had to hide it with a folder on a second page Update: New forced update is horrible. Always crashes. Not at all intuitive. 5 stars to 1 star. Typical of developers. Nothing worse than forced updates meaning lazy developers and bad internal code.
142894615,Mystory1208,2025-08-17T08:55:27-07:00,1,21.1.1,Worst service for gig work,"Funny how I was leaving a review and all of a sudden it just disappeared as I was continuing on with legal matters at read what I was saying and just deleted the whole message. It made me start all over but that’s OK. I’m gonna do this until it’s out there. I want to get a group of gig workers in San Diego, California. I’ve been having issues with their service with Verizon to start a civil lawsuit due to. Data connection if you have multiple times where your app is kicking you off the platform because there’s no. Connection to service then you and I are the same boat. It’s not that the apps are not saying you work. You’re not getting the optimal service that you’re paying for to receive the work so reach out to me if possible through here so we can exchange numbers or email so we can get together with our other brothers and the gig economythat are in our region to file suit due to loss of income I used to make 45 to 5500 now I’m practically almost going homeless and on Ebt and if you’re from my area, you know how much you have to make a month to qualify for that and thats under $1200. So I’m interested in taking a step forward and reclaiming what Verizon has made you lose because of their service then reach out to me. An army of thousands is greater than army of one."
142605563,Mateo3790100,2025-08-17T07:35:20-07:00,1,21.1.1,Scammers,"Will literally sneak in extra services that expire and then hide them within the app, so you cannot cancel them. Please update your app, the UI is a total scam and doesn’t allow consumers to cancel the upsell services that you force upon them, this is a complete violation of consumer protection laws"
140945939,seannyjoffster,2025-08-16T21:29:49-07:00,1,21.1.1,Jumping the Verizon Ship,"After over 10 years with Verizon and not much to show about it except a high monthly mobile bill, it’s time to put Verizon behind me. I’m almost 64 and Verizon has no separate plan for seniors. V has taken my money long enough and doesn’t care about its customers, which I’m sure most of my fellow customers would agree."
140105193,dolfdog,2025-08-16T15:48:42-07:00,1,21.1.1,Slow payment systems,Verizon Systems are 10 years behind your competitors.
139927936,GritCityMitty,2025-08-16T14:36:55-07:00,1,21.1.1,Deals not truely given out,"Every perk somehow I’m ineligible for, every discount is blocked somehow, nothing of value is gained.. just stay prepaid and stay away from Verizon. Not worth it."
139270479,Roni chy,2025-08-16T10:49:35-07:00,3,21.1.1,Best,I’m satisfied
137208839,JorgeD333,2025-08-15T23:34:13-07:00,1,21.1.1,Scammers,They purposely make cancelling services complicated and lie. I called to cancel a service and they told me it was cancelled only to find out it thru the app that it wasnt. Then i cancelled thru the app which I had to navigate and find where to cancel like it was hidden. They also try to trick you not to cancel by writing the cancel button in small print. Trash company overchargers for services. Now that i canceled my service on one phone i cant access the account for my other phone. This company makes it very very difficult on purpose please avoid Verizon at all cost trust me your saving yourself a headache
137097005,Coyotes2,2025-08-15T22:46:20-07:00,5,21.1.1,Apps,Great
136416988,dirks21,2025-08-15T18:10:37-07:00,2,21.1.1,How is this app a 4.7?,Am I the only one that finds this app really clunky and not user friendly? I feel like trying to do anything remotely productive in this app from buying a new phone to solving issues on my account is virtually impossible in the app. Maybe it’s on purpose so I have to call the 800 number and waste 2 hours of my life to submit a support ticket that is unable to be found when I call to check the status of it a week later. I’ve been with Verizon for 10+ years and the cellular service is fine but shame on you if you go to a Verizon store that is not a home office store. Why are these stores a thing if turning in a trade in there means the device is lost and I owe $1300? I lost 4 hours of my life just to not resolve the issue; the least I can do is leave a review questioning why the app is rated so highly when it feels like it was made in the 90’s on dial up internet while your big brother is trying to call his highschool sweetheart after your parents went to bed because he just hit puberty.
135840875,Feelee 56,2025-08-15T14:26:25-07:00,5,21.1.1,Great phone,Love my phone!!
134770890,Heyshar,2025-08-15T08:42:25-07:00,1,21.1.1,Latest update,"I do not care for  the new format. Way too busy !
Too much!!! … you should have stuck to the previous format."
134509225,Redzz June 14 2025,2025-08-15T07:31:39-07:00,1,21.1.1,Interesting,"How can I be writing a review when I did not order this, yet there’s a name underneath it . Thus hacked thru here?"
134195561,Brown 41,2025-08-15T06:07:02-07:00,2,21.1.1,Update,It’s not updating.. I travel for work and need the app to pay my bill
134168451,Nismofosho,2025-08-15T05:59:35-07:00,2,21.1.1,Terrible app,Always issues can never get anything accomplished.
133985245,one day this will work,2025-08-15T05:07:03-07:00,1,21.1.1,Update,It will not update for me at all!
132618544,Mailhe,2025-08-14T20:36:04-07:00,1,21.1.1,Review,The app takes forever to load the billing portion of the app. Everything else works fine.
131521754,Nosox,2025-08-14T13:44:28-07:00,1,21.1.1,Hard as possible to buy new phones,I just want to buy new phone in store but have to go through so many hoops on the phone and online
130946647,Cluedo Man,2025-08-14T10:35:33-07:00,1,21.1.1,Prepaid customers,"Prepaid customers get treated very badly by Verizon wireless there is no customer service and Verizon features that require extra fees are locked out from prepaid customers so if you wanna go after Verizon, go after them through Google maps you can leave your voice there and speak your mind about how badly Verizon treats people and also how badly they lie about their coverage maps. Oh yeah, just for your information. Be careful. Apple is now releasing your real identity information to the app developers and can contact you and threaten you."
130670305,mjm.00,2025-08-14T09:14:53-07:00,1,21.1.1,Spam,"“Verizon: Hi Michael, great news! Upgrade and get iPhone 16 Pro on us (up to $1000 in value). When you trade in any phone on your account from Apple, Samsung or Google, any condition guaranteed.“

“iPhone 16 Pro. Get it on us”"
130403131,TreborSteep,2025-08-14T08:02:18-07:00,1,21.1.1,4.7 Stars ?,This app cannot get any worse..can it ?
130028981,Batoloko503,2025-08-14T06:23:26-07:00,5,21.1.1,Convenience at your fingertips,The apps is very user friendly and if there is something you are having problems with it will automatically set you up with a representative to help you.
129822049,Nite2727art,2025-08-14T05:26:14-07:00,1,21.1.1,Terrible app. Poorly managed. Tons of errors. They don’t even care.,"Auto pay is a joke. Logging into the app is a joke. Worse app to log into and they fight you on signing in. The developers made it for white people, black people get a harder time in the app just because they code it that way. Typical world. Auto pay is allowed for one card but the same card can’t use auto pay for both mobile and home? Only one? Thats by design. Whites don’t have that problem. People who have jobs like this still aren’t happy. Look at the coding it screams pain.  This isn’t a happy company it’s a company taking out frustration on the customer. Logging into social media is easier than this. I’m mixed so treat me like you treat the whites and stop blocking me from doing basic actions. No $10 dollars off for blacks."
129707054,Dkmwt,2025-08-14T04:53:03-07:00,1,21.1.1,No clear option to login as another account.,Verizon knows better. Why would I want to login into my family account using a primary phone number? Not an option in this app to easily login as another phone number to manage main account.
129624791,eventedbetter,2025-08-14T04:28:20-07:00,1,21.1.1,Business bill pay non-functional,"When attempting to pay my business bill in this app, I am redirected to residential Bill pay, and I cannot make a payment."
128628921,OtterLvr209,2025-08-13T22:19:52-07:00,5,21.1.1,Personal check,"There was no mention of paying my phone bill with a personal check.
That service was afforded to me when I used the machine in the Verizon store.
Currently, I am not using my credit cards nor my ATM card because of fraudulent activity.
I am using my personal checking to handle financial matters.

Teresa Azcarate"
127908004,Yurfavdarkskin,2025-08-13T17:33:56-07:00,5,21.1.1,Verizon is amazing,I’ve been loving Verizon for the time being that I have been with them very helpful and convenient
127711816,ひつじ　ロリタ,2025-08-13T16:17:07-07:00,1,21.1.1,Bad service all over,"Calling any verizon number puts me in a phone loop. Trying to talk to someone, I get hung up on by the system.  It took me a long time of trying anything and everything because my account wasn’t fully set up by the representative to get to another person to talk to, who was someone overseas, that asked me to send them copies of my proof of residence and I.D., as well as asking for all the addresses over and over.  The person that initially set up my account misspelled my name despite me telling it to her and spelling it multiple times, and then I was told that they could not update it, because the account was not finalized. So I was getting flagged for things not being correct, and could not get my phone sent to me. Since I moved, and my state updates address changes in the system, and I don’t have a new I.D., I don’t even have one to take a picture of to send, even if I wanted to. So they won’t ship my phone, and are just sitting on the SIM cards as well, despite me providing them all of the detailed information they were asking for, but it wasn’t enough for them. Trying to get to talk to a helpful person from here doesn’t work. Terrible service and fail app where you can’t even update the incorrect information that they built in when setting up the account in the system. (Not profile name. I mean the account that the person set up incorrectly.) Awful system and terrible customer service."
127660763,jwpol1,2025-08-13T15:56:46-07:00,1,21.1.1,Glitchy App,"The app always forces me to reset my password; since last year I’ve been forced to create a new password every month. Also with the app updates, I notice the app never works seamlessly even after an update."
127120358,kn1983637,2025-08-13T12:37:40-07:00,1,21.1.1,Ads,App sends you advertisements as notifications. Not nice!
127016172,1 Perfect Nelli,2025-08-13T12:02:59-07:00,1,21.1.1,I had no idea,"I had no idea this App was on my phone! I have no idea what it does or does not do! Therefore I guess it is of no use to me! 
But I sure know Verizon has terrible connection to your towers! Honestly I regret switching to Verizon ! And now I am saddled paying for my free phones for several years. The in person staff is great but Verizon towers are often unavailable for use."
126705199,specialistappreviewer,2025-08-13T10:24:16-07:00,5,21.1.1,Verizon,Add dark mode
124494641,Keiarra M,2025-08-12T22:03:33-07:00,5,21.1.1,Great work,I’ve been a Verizon customer all my life. Love em!
123326004,ExFitness,2025-08-12T14:09:53-07:00,5,21.1.0,Easy peasy,I like how easy the app is to navigate.
123022493,MRmaro,2025-08-12T12:19:58-07:00,1,21.1.0,Usage is impossible to extract,"I got a warning that I was running out of data. I have two lines, and the sum of the usage shown on them is much less than the total usage shown; I cannot seem to get accurate numbers that let me figure out what is going on. The app used to work—note it is mostly ads for more expensive plans."
123016646,casar01,2025-08-12T12:17:57-07:00,5,21.1.0,Review,I love my Verizon but every month or so I end up having extra charges. I did not have Netflix on either phone. Please leave it off my cell phones. Service is great other than that. If we could get the senior cell phone bill that would be great. Thank you for serving us
122114060,Big_Lethal,2025-08-12T07:03:28-07:00,1,21.1.0,Terrible UI,"After the app ‘forgot’ my username, it autofilled the wrong user name and won’t let me put the right user name in and every time I try to login it automatically puts the wrong username and then says I’ve entered the wrong info. Now every time I try to login, it locks me out after trying to put the wrong info in over and over again without letting me change the user name. I deleted the auto fill from my phone, so I guess it’s just using a blank every time? Anyways I’d love to do anything on this thing but I can’t even talk to customer service rep without a login."
121944128,Casethe2,2025-08-12T06:15:18-07:00,5,21.1.0,Verizon App,Amazing
120054292,astro.dave,2025-08-11T18:10:53-07:00,2,21.1.0,Call log doesn’t include time,"Also, the filter doesn’t update right away.

Also, why do we have to open the app to keep it updated?

It also limits the number of allowed calls if you set it for the most strict blocking.

I have been a Verizon customer for years, but having switched one line to T-Mobile, I think their service is better."
119685656,Chrissypop36,2025-08-11T15:42:38-07:00,5,21.1.0,Easy and Convenient,"Easy to use, nice to not have make appointment at store."
119668121,Va care giver,2025-08-11T15:35:21-07:00,5,21.1.0,Call filter,"Life savor for sure, n"
119579741,Ejhdenver,2025-08-11T14:59:42-07:00,1,21.1.0,Buggy mess since revamp,"App is hot garbage now. It’s buggy and constantly indicates that it wants you to do or update something but doesn’t really tell you what; and if you do think you have found what it wants, and take action, it won’t remove the alert anyway.  Uninstalled"
118074005,Jae.333,2025-08-11T06:53:35-07:00,5,21.1.0,Great,Been with Verizon for almost and if not 5 years now. They got great customer service. They do take a while to figure out who to send you to but once they do your problems will be solved.
117825802,Riri0923,2025-08-11T05:40:51-07:00,1,21.1.0,Never works right,"Anytime I try to use it, I just get error messages to why they can retrieve my information. Shows no past data on my bill and I’ve verified it’s all correct information. The app is pointless because I have to go through my computer to get my information to show up."
115810561,Best ever budget shopper,2025-08-10T16:17:21-07:00,5,21.1.0,Happy with service,Fast connection wide range and more connected devices . Affordable than most other service providers.
114521250,Madinov,2025-08-10T08:45:02-07:00,1,21.1.0,bastard connection,the connection is very often disconnected in north chicago!!!!!!!’
114019287,Architect NYC,2025-08-10T06:20:39-07:00,1,21.1.0,Worst TV System Ever – Avoid at All Costs,"This new Verizon Fios TV system is an absolute disaster. It NEVER works without a reboot. Every single time I want to watch something, I have to spend 15 minutes restarting the box, the app, or both. It’s like Verizon took something simple and reliable and replaced it with the most frustrating, broken system imaginable. The interface is clunky, slow, and unresponsive, and the constant errors make you want to throw the remote at the wall.

I’ve had cable for decades and have never experienced anything this bad. The amount of time wasted just to watch live TV or stream a channel is absurd. Verizon clearly rushed this out without testing it properly, and paying customers are now stuck dealing with their mess.

Do yourself a favor: NEVER get Verizon Fios TV."
111388069,dcghgdfh,2025-08-09T12:57:03-07:00,5,21.1.0,Great service,Wonderful company to rebuild my life with after completely destroying it all. Very helpful and encouraging! Great value
110883671,FighterKaitlin,2025-08-09T10:05:18-07:00,1,21.1.0,Verizon app is glitching,I’m trying to access my service to pay my bill. Always a pop up error. Same for the website.
369797303,Nebula studio,2025-10-11T17:13:50-07:00,5,21.2.2,Ive been everywhere and nowhere is like here,"Better service than everyone else
Better assistance
Better customer service
Competent people"
369628610,Guitarftn,2025-10-11T16:08:12-07:00,5,21.2.2,So helpful,So helpful always
368470094,Danko 10,2025-10-11T09:46:09-07:00,5,21.2.2,Verizon,Love it
368007148,A 2024 customer,2025-10-11T07:47:35-07:00,1,21.2.2,How to frustrate your customers,"Honestly, it should be much, much easier for customers to self serve through your app. Terrible app and product when it is your customers only option to self serve"
366846591,Kehlen17,2025-10-11T02:09:29-07:00,5,21.2.2,Decent app,Let’s you review everything
