id,author_name,last_updated,rating,version,title,content,intention,classified intention
109176772,Saud.simpleman,2025-08-09T00:39:12-07:00,1,21.1.0,Useless,Worst App Ever,Highly dissatisfied customer.,General Feedback
108435397,duckwed,2025-08-08T19:21:35-07:00,5,21.1.0,Convenient,Verizon app makes having to deal with issues concerning your phone very easy and convenient!!,App is easy to use.,General Feedback
108001611,jebroooooo,2025-08-08T16:27:12-07:00,3,21.1.0,Not working properly,"Since Verizon is 4G, it’s not working in big cities properly and always disconnecting specially in rush hours it’s hard to get connection. It will be consistently disconnecting where I live. It’s even not giving you good signal. It’s just one line and sometime it could disappear really disappointed me. Friends recommended to get Verizon and now I’m struggling with connection even though I have the best plan.","Poor signal, disconnecting",technical/platform issues
107951803,Moemasters,2025-08-08T16:06:41-07:00,5,21.1.0,Quality of service unmatched,I’ve been with plenty of different service providers throughout traveling for work and by far the easy and quintessential navigation/networking with Verizon whether it be by in store customer service or mobile request is by far out of the park compared to other providers,Positive service experience,Customer Support
107281752,MMiller1970,2025-08-08T11:52:53-07:00,5,21.1.0,Love my Verizon,I have been a Verizon costumer for almost 30 years. Have never had a problem.,Customer satisfaction and loyalty.,General Feedback
106856274,juju.canta.bri,2025-08-08T09:35:35-07:00,1,21.1.0,Scam,Scammers should’ve stayed with T-Mobile,Negative experience with provider.,Customer Support
106260322,No mod Verizon,2025-08-08T06:46:39-07:00,1,21.1.0,Need refund,"Hamilton Mill Ga store, Jacob refused to honor screen saver life time warranty I originally paid for.  Wants to charge me $58 for new screen saver.  Deceptive sales practices are being done at this store and Jacob is in no way interested in helping the customer.  Please issue refund for my original purchase of screen protection plan.
Customers, Do not fall for Verizon’s screen protection plan.  It. Is a ripoff.",Wants refund for warranty.,Customer Support
105752634,Yanique Leslie,2025-08-08T04:10:41-07:00,2,21.1.0,Works when it wants to,This app works when it feels like. Right now I’m locked out of the app. Not even sure why. Telling my account information incorrect and they will mail me instructions on how to reset my password. It’s 2025. Why I got to wait for the mail when you can simply email me. And what was the purpose of setting up a security password??? That’s weird.,Account access issues,Account & Billing
105328537,AleeeeeG,2025-08-08T01:30:56-07:00,3,21.1.0,Some things don’t work,"Slow , and I can’t get something’s to work like the manage call filter",Difficulty with features,technical/platform issues
104857913,Waste Verizon,2025-08-07T22:12:13-07:00,1,21.1.0,Worst experience for life,Extremely disappointed and irritated,Expresses extreme disappointment.,Customer Support
103574232,Meey 3123,2025-08-07T13:41:00-07:00,2,21.1.0,Necesitan mejorar su página  siempre está desactualizada!,Necesitan mejorar su página web siempre está desactualizada!,Website needs improvement.,technical/platform issues
103356725,Pattywak95,2025-08-07T12:23:40-07:00,5,21.1.0,Verizon rocks,"10 out of 10 amazing service, internet, and perks!!",Highly satisfied customer,General Feedback
103044745,Street912,2025-08-07T10:40:13-07:00,3,21.1.0,"App works great, once you get in.","I’m asked to provide a password every single time I login, even though I opt for Facial recognition every time I login. Although, it’s not difficult to enter the password, why provide the facial recognition option, if it doesn’t work?",Facial recognition issue,technical/platform issues
102643889,LAC1985,2025-08-07T08:40:37-07:00,1,21.1.0,Can’t login,Have been trying for weeks to use the app and can’t. I’ve even changed the password but it’s still unable to process my request. So dumb. So frustrating. I hate their website but it’s the only option.,Login issues,technical/platform issues
100824958,jehfioenbf,2025-08-06T22:17:03-07:00,1,21.1.0,Horrible,Expect to go on the chat part of there support and get someone named Elina after waiting 30 minutes when it says 16 or less for here to not respond to you for like 10 minutes to then have her say she will connect you to someone that can help you to then wait 30 minutes just to have no one respond to you till you give up,Poor customer support,Customer Support
100321295,geolehman,2025-08-06T18:52:37-07:00,1,21.1.0,No privacy,"Verizon says ‘Your privacy is important to us’, but if you read their privacy policy, you will find they sell or give your information to anybody they want to. Not very important to them I guess. This includes this app. So what can you trust about what Verizon is doing?",Privacy concerns.,General Feedback
99847375,Ryan Futterman Tattoo,2025-08-06T15:46:52-07:00,1,21.1.0,Horrible app,"Verizon makes some of the glitchiest unresponsive, non user friendly, buggy, apps i have ever had the misfortune of using.",Negative app experience,technical/platform issues
99306817,Sbeck03,2025-08-06T12:26:43-07:00,5,21.1.0,I love Verizon,They are amazing and have the best customer service and mobile options out there.,Positive customer experience,General Feedback
99201854,mitymarv,2025-08-06T11:51:37-07:00,5,21.1.0,Update,"Had fun with the iPhone 11 , time for a change.",Looking for upgrade.,Customer Support
98321819,Lights_Out0,2025-08-06T07:28:18-07:00,1,21.1.0,ZERO STARS IF I COULD,“UNABLE TO PROCESS YOUR REQUEST. PLEASE TRY AGAIN LATER.” EVERYTHING I DO ON THIS APP I GET THAT ERROR. TERRIBLE USER EXPERIENCE!!!!!,Expressing extreme frustration,Customer Support
97178677,Big345rt,2025-08-06T01:11:27-07:00,5,21.1.0,Verizon plan,Best phone company,Positive feedback,General Feedback
96442855,Miss Humphrey,2025-08-05T20:02:08-07:00,3,21.1.0,Too many adds,"I just want to go onto the app and view something I don’t want to see all of the promotions and ads for additional services, etc.",Wants fewer ads,General Feedback
96308853,Hilderbrant,2025-08-05T19:09:59-07:00,1,21.1.0,I never had trouble with my phone service,"I always had trouble with your Internet that is why I canceled it. And you still charge me for a router that did not ever work. I had three routers same kind. I asked for a different kind of router you said that’s all you had but you still. Charge me for that router that don’t work as an excusable. I have nothing good to say about the way you handled. Your business with the Internet.
I think it’s a disgrace to ruin Verizon name because I used to think your name was the best in the marketplace I can’t in good face. Give you any stars until you earn them. You haven’t earned one star in my book. For 10 years are you doing is took my money with no service now it’s your turn. To prove yourself to me I prove myself over the past 10 years. I had Internet service with you for 2 1/2 three years and never could use it but I paid for it on all you can say is we’ll fix it. I even paid extra for insurance to make it right. But that didn’t work. You owe me for 2 1/2 to 3 years of Internet service that I never received.","Wants refund, poor service",Customer Support
96206595,user027370,2025-08-05T18:30:47-07:00,2,21.1.0,Buggy Update,"A recent update created a permanent notification that won’t go away. The “take action” is an upsell notification for Verizon home internet. The notification won’t close out until the home internet account is connected to the mobile account. Problem is, I don’t have Verizon home internet and I don’t plan to.
App notifications are intrusive - they’re meant to be so - but when you create an intrusive upsell opportunity, it’s not a great customer experience.",Wants unwanted notification removed.,Customer Support
95896649,"NL.,",2025-08-05T16:28:06-07:00,1,21.1.0,Support known nothing about their app,"Nobody in the store I bought my phone in OR from the multiple times I’ve contacted customer support have been able to consecrate my services to the app. App and company feel like they paused in 2005 and haven’t updated anything, including their brains, for 20 years.",Frustrated with support.,Customer Support
95249403,Sbylvn,2025-08-05T12:24:13-07:00,1,21.1.0,Difficult to use,"I’ve had Verizon for close to 10 years and I’ve always had a hard time using the app. Every time I try to log in it says my pw is incorrect and when I go to change it, it says my new password cannot be my old password. When clicking on links inside the app you have to resign in making it cumbersome and slow to maneuver through the app",App difficult to use,technical/platform issues
95215241,Turtle6702,2025-08-05T12:12:37-07:00,5,21.1.0,Great service,Very good cell service. Always have a great signal.  Definitely would recommend.,Recommends cell service.,General Feedback
92674636,SmEleanorallie,2025-08-04T22:01:39-07:00,5,21.1.0,SO EASY,This was so easy to understand and set up. Very quick and very reassuring. Loved it.,Ease of use,General Feedback
92477310,I’mNotARobot__,2025-08-04T20:38:53-07:00,2,21.1.0,"AI: all artificial, no intelligence","A simple attempt to upgrade my service - and pay Verizon more each month - has been met with completely inept “AI” voice and chat bots and a 20 minute wait for a human because Verizon chose to understaff. Verizon only wants to minimize its cost, seems uninterested in minimizing the time its customers must spend to perform account actions. I select products and companies which minimize my time.",Wants minimized time.,Customer Support
92272928,Harrison Donner,2025-08-04T19:18:46-07:00,1,21.1.0,One of the worst I have used,"Slow! Online chat not working! Status of service incorrect - 12 hours after home internet service outage, this app still showed a normal service while my phone call to Verizon again confirmed the service outage would not recover
until tomorrow early morning!",Negative experience,General Feedback
91769507,Hire me a studen,2025-08-04T16:02:25-07:00,1,21.1.0,My iPhone was stolen,For a community form. To discuss why the  community stole my iPhone exams won’t let me use my own iPhone from the community form I see I have my device up and named community form  I am not paying for a a service to be made fun of by abusing my iPhone and calling it a community form. I still need my iPhone  back.  To whom it be a concern too be a community form out of my stolen iPhone You are not aloud  to authorized my life style .,Wants stolen iPhone back,Customer Support
91271824,KDBax,2025-08-04T12:54:22-07:00,3,21.1.0,Upfromtheashes66,"Where I live Verizon use to be (several years ago) the best cell reception you could get. So long ago the amount you would pay for their services was worth it. Now, especially the past few months, I don’t receive many calls, frequently get dropped calls and when I go to call someone many times I have to call two or three times for it to go through. What changed? This time that I am with Verizon I bought a phone on a payment plan… are my issues because they know I am locked in for another couple of years? Or has Verizon signals really dropped that low?
One of the perks for signing up for everything I did was free Disney+ for a year… well I dropped that… because I always had to sign in and verify it was me… it would say on my tv I was in different cities, some I had never even heard of (Assuming that was where my signal was coming from). Anyway Disney+ decided I had used up my loggings… on the same three tvs. So what’s the point in keeping something you can’t watch anyway. I know how much money I drop every month and it seems I should have much better service!","Dissatisfied, poor service",Customer Support
91213682,Lanwe23,2025-08-04T12:34:13-07:00,5,21.1.0,Love it,Love Verizon,Loves Verizon services.,General Feedback
90650673,Exhausted lady,2025-08-04T09:33:44-07:00,5,21.0.2,Convenience,This app is very good.  I can pay my bill anytime i like.,Paying bills anytime.,Account & Billing
90562391,Screw Apple’s “nicknames”,2025-08-04T09:07:53-07:00,1,21.0.2,Worst company ever,These are the scummiest scammers around. I wouldn’t use them if you paid me to.,Negative intent. Avoid.,General Feedback
88058062,🙄 Sooooo over it,2025-08-03T17:57:09-07:00,1,21.0.2,Dissatisfied,I’ve been paying for hotspot on this device and line and have not used it never and been paying this for two years. I realized it and called and asked them to remove it. The customer service rep told me he removed it and never did so again that’s another month of paying for something that I’m not using and do not need every month the phone bill go up. I’m foolish stuff and if you don’t look at your bill Verizon keep adding stuff,Cancel unused hotspot,Account & Billing
88046033,Sahoffm1,2025-08-03T17:52:12-07:00,2,21.0.2,Hard to find what I need. Doesn’t work,Try to modify my plan and just spins in circles…,Difficulty with app,technical/platform issues
87642678,Bb.012,2025-08-03T15:03:37-07:00,1,21.0.2,Sign in Option not working,Seems the app is never working and saying “try again later” every month.,App not working,technical/platform issues
87507966,MrPBHol3,2025-08-03T14:10:24-07:00,1,21.0.2,Raped by Verizon,They have done some fraudulent things since I took up service with them. Promised me a price that they took away after the first billing cycle. I am a disabled adult and this feels a lot like abuse at this point. Or weaponized incompetence. Who knows.,Fraud and abuse,Account & Billing
86707867,Mira mcintyre,2025-08-03T09:38:05-07:00,5,21.0.2,iPad A16 and iPhone 16 plus,The best company ever,Customer highly satisfied,General Feedback
86635497,wolfeman1989,2025-08-03T09:16:35-07:00,4,21.0.2,Love it but hate it,"Absolutely love the service.. but there could be some improvements, for instance the price on a few things such as cost for devices, and every plan should come with an upgrade package not just the more expensive plans. The perks are amazing no argument there it’s nice to pay for all my streaming services with my phone bill. I just got internet so I’ll do another review later on that.",Mixed feelings,General Feedback
85685434,Chadzilla3,2025-08-03T04:28:14-07:00,1,21.0.2,no dark mode,"give us dark mode, there's no excuse not to have it",Wants dark mode,General Feedback
84419959,Césr,2025-08-02T19:52:50-07:00,5,21.0.2,Cesar,Verizon es lo máximo se los recomiendo,Positive customer experience.,General Feedback
83093302,Stan’s frustrated,2025-08-02T11:10:10-07:00,1,21.0.2,Advertisements,"All Verizon advertisements, all in one place. They will give you updates almost daily on their products and services. Only thing this app is good for is free advertising for Verizon.",Free advertising for Verizon,General Feedback
82845801,Abbycat7$,2025-08-02T09:51:45-07:00,1,21.0.2,Me,I need to talk to some one about my god awful service that I have been been through,Service complaint,Customer Support
81774775,Bilbo3101,2025-08-02T04:30:04-07:00,1,21.0.2,Total chaos,"I don’t believe all the good reviews are real because this app is incredibly confusing and hard to do anything.
The “perks” are all over the place and it’s easy to upgrade but very difficult to downgrade.
Might be my least favorite app on my phone.","Negative experience, confusing app.",technical/platform issues
80671779,"/37543,$",2025-08-01T21:05:47-07:00,1,21.0.2,Garbage ahh app,The app is garbage every time you try to do something it freezes out of nowhere or doesn't let you do what you are there for.,Negative app experience.,technical/platform issues
79286753,jonnythundergun,2025-08-01T12:10:20-07:00,1,21.0.2,Scummy,I can’t remove lines and have to wait 20mins for the chat to be able to assist me yet I can add lines instantly with it. Not a fan of how shady this company is anymore.,Customer dissatisfaction.,Customer Support
79231247,blee9283,2025-08-01T11:51:48-07:00,1,21.0.2,Worst service ever,This is seriously the worst app for account servicing I have ever seen. You have to spend hours talking with AI to get anything and you will never reach a person. I have 3 different accounts through Verizon and can’t use the same email because it get confused. Seriously the worst app I’ve ever used for a service I pay a premium for.,Negative experience with app.,technical/platform issues
79079344,Alerogls,2025-08-01T11:02:29-07:00,1,21.0.2,Failure,Verizon is failing hard. They were so bad that I was going to leave but stayed because they threw in a monthly discount and said it would last as long as I had service with them. Just notified me that they are taking away the loyalty discount now. Just another example how Verizon will bend you over.,Expresses extreme dissatisfaction.,General Feedback
170845967,myteamhatesrobinhood,2025-08-24T11:08:08-07:00,2,21.2.1,International plans,"This app makes it very hard to see how many days are in your travel bank and add to your plan, it just takes you in circles and pulls up errors. Search bar also unhelpful.",App's poor usability,technical/platform issues
170620932,Advertising 1000,2025-08-24T09:56:39-07:00,1,21.2.1,Do not want,Do not want,Customer does not want.,Customer Support
170193008,Bob 's not impressed,2025-08-24T07:50:28-07:00,1,21.2.1,New colors are hard to read,Customer service and any help to amend the clown show colors have been met with new phone plans or new phone offers.,Unsatisfied with colors and service.,Customer Support
164349806,redbeardtac,2025-08-22T18:53:17-07:00,5,21.2.1,The Verizon app is so amazing,Let me tell you something it’s just so easy to use this app. It’s just seamless and awesome. I highly recommend using it.,"Positive feedback, highly recommends",General Feedback
164168813,m0nt3n3,2025-08-22T17:40:02-07:00,5,21.2.1,Good company,Good company been for them for years with Internet so that always works well definitely recommend,"Positive, recommends company",General Feedback
163715057,Chybree_Green,2025-08-22T14:32:53-07:00,5,21.2.1,DC if G G G hug h b,G gang F G B G J I,Unable to determine.,Unable to categorize.
163132279,george smirnoff,2025-08-22T10:59:14-07:00,1,21.2.1,Like phones,If u stick with 4g because signals are literally cancer they will make sure it breaks so u have to buy a new router for 300 dollars monopoly too i cant change to other companies because where we live,Criticize provider's poor service,Customer Support
163117094,jerry-b,2025-08-22T10:54:02-07:00,3,21.2.1,Badges won’t go away,"Despite clicking through all notifications in the app, I can’t get the notification Badges to go away.",Needs notification fix,technical/platform issues
162773120,@original_wave718,2025-08-22T09:04:40-07:00,5,21.2.1,Update,This update is much better !!!,Positive update feedback,General Feedback
161897102,CRimsonEagleX,2025-08-22T04:45:35-07:00,1,21.1.1,Worst carrier,1 star for trying to steal my trade in credit and forcing us to use a garbage ai customer support bot,"Negative feedback, theft, AI support",Customer Support
161615696,Toad 4,2025-08-22T03:05:38-07:00,1,21.1.1,Toad,"All I wanted to do is look at my bill, yet you expect someone to jump through rings of fire! My doing business with Verizon is starting to annoy me.",Billing process frustrating,Account & Billing
161587562,Ant1StepAhead,2025-08-22T02:54:47-07:00,1,21.1.1,App Is Garbage,"I’ve never wrote a review before but for this app I’ll make a special exception. Verizon as a service is good. A bit expensive especially if you’re not on contract but as a service is great. This app though 10/10 hot garbage. Nothing works in this app. All you can do is pay your bill and maybe run a network test, if it’s even working correctly. I thought when they switched to this app it was gonna be better but it’s actually way worse. Whoever is running this app fire them and find someone else.",App works poorly,technical/platform issues
160953069,Latiasha,2025-08-21T22:22:56-07:00,1,21.1.1,My Verizon,"Not liking it keeps locking me out my own account letting AI do the work ain’t working it’s hard to get in contact with a agent because the AI system want let you through on your phone with them, I’ve had to use a different carrier phone to even talk to a agent it’s ridiculous I hate it, it’s like it’s set up that way especially when your phone is off dial 611 you will not get through AI to talk to a representative I believe it’s set up that way. AI NO!",Frustrated with AI support,Customer Support
160785459,#finaloshackers,2025-08-21T21:05:16-07:00,1,21.1.1,Bad service,"El servicio es muy caro y demaciado lento , mi abuela va más rápido que su señal","Slow, expensive service",Customer Support
160404894,"idk, what's not taken?",2025-08-21T18:26:31-07:00,1,21.1.1,Hardly functional,"This app will hardly work. It will load some stuff for one line and then not load anything for the same info on another line. It’s frustrating to use. You can close it and restart it and it does the same thing. I pay a lot for Verizon, and they’re at the forefront of the field, but cannot produce a glitch-free app. It’s very frustrating.","App frustration, glitches",technical/platform issues
160384722,@TheKeyImage,2025-08-21T18:18:26-07:00,3,21.1.1,Customer Service could be better!,"It took many hours to rectify my issues with billing and the rebate process. Luckily I had a few good representatives to assist, but it took persistence on my behalf to get my account in order. Finally I got an old school associate who understood my issue and resolved it in a short time. Many disconnects but she followed up and made me a happy customer!",Billing issue resolved.,Account & Billing
160121229,tempestjenna,2025-08-21T16:29:36-07:00,1,21.1.1,Unhelpful,my account is grandfathered in from over 20 years of usage from my family. It’s extremely frustrating to be met only with AI bots to talk to when specified multiple times that i’d like to speak to a real and knowledgeable technician about changes made to my account without my knowledge.,Speak to technician,technical/platform issues
159866844,Lalunaflota,2025-08-21T14:44:10-07:00,1,21.1.1,Dice “ sin conexión”.,"La App siempre dice sin conexión, incluso en WiFi y datos, probado en diferentes dispositivos y cuentas, hablé con un agente de Verizon y tampoco pudieron resolverlo. :(",Connectivity issues,technical/platform issues
159592545,capeneddick,2025-08-21T12:58:00-07:00,5,21.1.1,My Verizon,Superb support,Positive support experience,Customer Support
159122476,boredrake91205,2025-08-21T10:15:11-07:00,1,21.1.1,Persistent broken notification,I have to keep the app off my phone because of a persistent broken notification,App notification issue.,technical/platform issues
159067586,dontwantnegatives,2025-08-21T09:57:42-07:00,1,21.1.1,Cancelled,I have canceled my Verizon subscription!!!!!,Subscription cancellation,Account & Billing
159012536,Anon7890,2025-08-21T09:40:17-07:00,2,21.1.1,App Notifications,"I only want account updates as notifications, start sending me all of your promotional offers since there's absolutely no reason for me to get an additional line, new phone, or Verizon credit card. The app also keeps the notification bubble there with no way to remove it after you read notifications.",Reduce promotional notifications.,General Feedback
157558055,¥€nk@t,2025-08-21T01:56:19-07:00,1,21.1.1,Most unreliable app on the store,Randomly fails to load on several pages. Not much different than their website.,Negative app experience.,technical/platform issues
156927011,Kalel9007,2025-08-20T21:19:43-07:00,5,21.1.1,Unbelievable,"I had a better connection on dial up for 1/10000 of the price.

Methinks the endgame of this whole firstworld experience is afoot",Dissatisfied with connection.,technical/platform issues
156878909,Teto Rey,2025-08-20T20:58:04-07:00,5,21.1.1,awesome,love the ease of app use and store is so easy to navigate and savings are awesome,Positive experience,General Feedback
156265110,deleterobinhood2021,2025-08-20T16:48:42-07:00,1,21.1.1,New update is unusable,Verizon just released a garbage update removing 95% of plan and device management settings and the UI is about as intuitive as Ancient Greek. Borderline unusable.,Negative update feedback,General Feedback
156027246,melannium,2025-08-20T15:11:04-07:00,1,21.1.1,Always broken,Nothing on this app ever works.,App functionality issues.,technical/platform issues
155723530,Egzz17,2025-08-20T13:14:44-07:00,1,21.1.1,bad,"i spent 40 mins on a chat to cancel “my perks” only to find a month later that they canceled the perks but they still charged me for that! terrible app, bad customer service!","Canceled, still charged",Account & Billing
155324071,KMO2022,2025-08-20T10:56:04-07:00,1,21.1.1,Does nothing at all,"This app is useless and appears to serve no function at all. I’ve had it installed for several months, and it has yet to identify a single call as spam or block a single call, even though many spam calls have gotten through. Indeed, though it has been on my phone for a while, it doesn’t have even a single call under “recent activity,” though obviously I have received many calls.",App is useless,technical/platform issues
155143772,Raye Rachel72,2025-08-20T09:58:33-07:00,5,21.1.1,Best Wireless Internet,I have NEVER experienced an internet interruption. Verizon continues to be my only go to option for home internet!,"Positive, highly satisfied",General Feedback
155029864,Sorry that is my nickname!!!,2025-08-20T09:23:40-07:00,1,21.1.1,Jerry Ouellet,I'm 79 years old.  I have toooo many APS. & passwords.  Please send link to old PMT system.,Requesting old PMT system link.,Customer Support
153986707,vic3990,2025-08-20T04:14:52-07:00,1,21.1.1,Too long,Too long,Feedback: Too long,General Feedback
152355910,NYCattorney,2025-08-19T17:11:12-07:00,2,21.1.1,I cannot log in from my phone,"I have a Verizon plan for my kids. My phone is paid for by my employer, but I use it for everything like everyone does. However, the app WILL NOT let me log into my personal Verizon account from the phone. If there is any way to change it from default assuming that the phone account is the account I’m inquiring about, I cannot figure it out.  It is pretty stupid and beyond frustrating to have to go to a laptop to take care of these things and defeats the whole purpose of having an app and associated convenience.",App login issue,technical/platform issues
152222035,Arturgprs,2025-08-19T16:17:31-07:00,1,21.1.1,Scam,"This was my very first experience with Verizon – and it will definitely be my last.

Two Verizon reps came to my home and offered me internet service. I told them I currently pay $65/month with AT&T for 50 Mbps. They laughed and said, “Oh man, that’s way too much for such slow speed. We can give you 300 Mbps for $85 – but right now we have a promotion, and you’ll only pay $45. Not just temporarily, but locked in for 4 years!”

That sounded like a great deal, so I signed up. Today I received the equipment, installed it, and when I logged into my account – surprise – the plan was $85, not $45.

I called Verizon immediately thinking it was just a mistake. Instead, the rep told me there was no error, the plan is indeed $85, but they can “generously” give me a $10 discount. What a joke. When I asked if it was normal for their salespeople to blatantly lie and trick customers, the rep hung up on me.

This was nothing but fraud and deception. Verizon’s door-to-door salespeople lied to my face, and customer service didn’t care at all.

I’m writing this review to warn others: stay away from Verizon unless you enjoy being scammed and disrespected.",Warn others of scam,General Feedback
152007630,SoWindsor,2025-08-19T14:51:55-07:00,1,21.1.1,Impossible to link mobile & home,This app is impossible to link home and mobile in order to get a discount. Terrible interface and not user friendly. I was not able to link my accounts.,Unable to link accounts.,technical/platform issues
151621556,Leelee30999,2025-08-19T12:29:54-07:00,1,21.1.1,Scamming,"No. Avoid at all costs. Tried to set up internet and was told on the phone during set up autopay before billing (10 dollars off with autopay). It did not work. We tried to do card and the bank itself. He then prompted me to download the app and set up auto pay there. The app says that that feature is down and I have to contact someone. Called customer service and was on held for an hour. Never answered. Called back the guy who set me up. Helpless. He said this tech issue has been ongoing. How convenient for Verizon to have a on going tech issues that results in an additional charge to their customers. I’ve tried for multiple days. Issues hasn’t been fixed. I tried the text bot service— worst customer service I’ve ever seen…. It got to the point where I was just like ok, let me just cancel before I’m officially billed as I have not even reviewed the equipment yet. They kept trying to convince me not to cancel….. “Oh you want to cancel, give me a few moments” *10 minutes later* “You will be billed 49.99” No- I want to cancel. They kept sending me to different agents for the same conversation. Over and over and over. I want to cancel without being charged for any equipment or internet that I didn’t even get to use. I wanted to cancel because how many months will it take to fix this ongoing issue before I can just get the 10 dollars off. It’s just the principle. At this point, multiple higher ups must know this issue exists, and allows it to continue. Because they profit from this “error.”","Cancel service, avoid charges.",Account & Billing
151395935,Hege125,2025-08-19T11:14:12-07:00,5,21.1.1,Error Page unable to access,"Whitelabel Error Page

This application has no configured error view, so you are seeing this as a fallback.

Thu Aug 14 23:50:37 UTC 2025

[88404ad4-91194] There was an unexpected error (type=Not Found, status=404).

After speaking with multiple tech supports from Verizon, and deleting the app and reinstalling it, the only image that loads is a brief loading circle followed by the above error message.

No help has been given to resolve the issue for access to both my mobile and home internet account.

This app used to work well up until about 1 month ago.  Please review and come up with a patch/update.",Fix app error,technical/platform issues
150430790,Medina tony,2025-08-19T06:26:06-07:00,5,21.1.1,Great job at Verizon,Juan did a great job !!!!!,Praise for good service.,Customer Support
148918914,Temasarahluft,2025-08-18T20:52:01-07:00,1,21.1.1,Verizon wireless,Horrible,Negative feedback,General Feedback
148401976,Review_For_The_Day,2025-08-18T17:29:20-07:00,1,21.1.1,Not a Fan,"Both the app and customer support by phone are terrible. I separated from another group plan and find that when I was setting up my separate account that Verizon thinks my email should be on a separate account from my phone number. I tried calling to get this fixed but my number and email are still separate after the person on the phone assured me I was good. I can log into the account with my emails, but it isn’t linked to my phone. If I log into the account that has my phone number, I am asked to fill in my info, but holy cow, my email is taken!
On top of that, I’m now paying $110 for monthly service for a single person. Today I received a message telling me they’d give me a whole $10 off my bill! Guess who’s looking for a new provider…
Oh! I guess we could talk about the app some more. Since its whole purpose seems to be to give the user the runaround, I’m not overly interested in giving it praise. It’s like XM radio all over again.",Seeking new provider,Customer Support
148131271,Unhappy  Verizon,2025-08-18T15:42:37-07:00,1,21.1.1,Trouble,Been trying to update for 2 weeks still can’t,Difficulty updating app.,technical/platform issues
147540178,Youngs1997,2025-08-18T12:07:00-07:00,1,21.1.1,Not working,"The app keeps crashing and when I try safari, a black error page pops up",Reporting technical issues,technical/platform issues
146907532,suziedukes,2025-08-18T08:51:31-07:00,1,21.1.1,Failed attempt to update plan,After 2 hours on the phone and numerous times filling out plan three days later I still have no update.,"Update failed, no resolution.",technical/platform issues
144601763,Jason G2112,2025-08-17T18:59:49-07:00,5,21.1.1,Great app,Awesome,Positive feedback,General Feedback
144008718,Raquel Monterroso,2025-08-17T15:00:59-07:00,2,21.1.1,Not a good app,There are constant glitches and bugs. I find myself not being able to use this app properly and access my information due to blank screens and things of that nature. I’ve even had a few Verizon agents recommend the website on a laptop rather than this mobile app.,App has issues.,technical/platform issues
143813137,jackie2714,2025-08-17T13:46:17-07:00,5,21.1.1,The best,I always receive greats deals on phones and my plans are great prices . I always have good reception all over Atlanta . Very important for work . Thank you !,Customer satisfaction and appreciation.,General Feedback
143225225,Dga223,2025-08-17T10:31:25-07:00,1,21.1.1,New design...,Update 2: the single ugliest app icon ever! I had to hide it with a folder on a second page Update: New forced update is horrible. Always crashes. Not at all intuitive. 5 stars to 1 star. Typical of developers. Nothing worse than forced updates meaning lazy developers and bad internal code.,Negative experience/feedback,General Feedback
142894615,Mystory1208,2025-08-17T08:55:27-07:00,1,21.1.1,Worst service for gig work,"Funny how I was leaving a review and all of a sudden it just disappeared as I was continuing on with legal matters at read what I was saying and just deleted the whole message. It made me start all over but that’s OK. I’m gonna do this until it’s out there. I want to get a group of gig workers in San Diego, California. I’ve been having issues with their service with Verizon to start a civil lawsuit due to. Data connection if you have multiple times where your app is kicking you off the platform because there’s no. Connection to service then you and I are the same boat. It’s not that the apps are not saying you work. You’re not getting the optimal service that you’re paying for to receive the work so reach out to me if possible through here so we can exchange numbers or email so we can get together with our other brothers and the gig economythat are in our region to file suit due to loss of income I used to make 45 to 5500 now I’m practically almost going homeless and on Ebt and if you’re from my area, you know how much you have to make a month to qualify for that and thats under $1200. So I’m interested in taking a step forward and reclaiming what Verizon has made you lose because of their service then reach out to me. An army of thousands is greater than army of one.",Seeking class-action lawsuit,Customer Support
142676958,Jessy williamson,2025-08-17T07:55:06-07:00,1,21.1.1,So bad,Keys,Negative feedback on product.,General Feedback
142605563,Mateo3790100,2025-08-17T07:35:20-07:00,1,21.1.1,Scammers,"Will literally sneak in extra services that expire and then hide them within the app, so you cannot cancel them. Please update your app, the UI is a total scam and doesn’t allow consumers to cancel the upsell services that you force upon them, this is a complete violation of consumer protection laws",Unable to cancel subscription,Account & Billing
4283882694,Shirley gumdrop,2025-07-09T21:34:39-07:00,1,21.0.2,Horrible,This app has got to be the worst app for doing anything related to verizon. 10/10 would not recommend.,Negative experience,General Feedback
4283603876,fuclthisshit,2025-07-09T19:38:39-07:00,5,21.0.2,🤙🏻👍🏻,Good stuff,Positive customer experience,General Feedback
4283599969,Deewonderwoman❤️,2025-07-09T19:37:06-07:00,5,21.0.2,Great company,I always have great service.,Positive service experience,Customer Support
4283597345,sgilley3,2025-07-09T19:36:04-07:00,5,21.0.2,Ordering stuff,With the app is just so easy a couple clicks and it’s done ready for a quick pick up or delivered. Thank you Verizon.,Appreciate app's ease.,General Feedback
4283560065,Verizon gives service,2025-07-09T19:21:27-07:00,5,21.0.2,Verizon,Verizon gives great service!!!!,Positive feedback,General Feedback
4282295715,FUCHIIS,2025-07-09T11:28:46-07:00,5,21.0.2,Updated app,"Great app awesome features! Customer service bot is super helpful got my billing questions answered without waiting on hold. I also love how easy I’m able to manage my home internet right from the app. I can control who’s connected, pause devices and keep everything running smoothly.",Positive app experience,General Feedback
